placa,marca,modelo,tipo,ano,cor,categoria,combustivel,cidade_emplacamento,clonado,num_infracoes
YDS3Z58,Honda,Fit,passeio,2019,vermelho,particular,gasolina,Criciúma,1,19
LXF8D26,Volkswagen,Virtus,passeio,2018,vermelho,particular,diesel,Itajaí,0,2
UKE3H66,Yamaha,Factor 125,moto,2020,prata,particular,gasolina,Chapecó,0,3
CMK0I96,Peugeot,Partner,utilitário,2021,preto,particular,gasolina,Itajaí,1,3
DFW2X33,Suzuki,Intruder 250,moto,2018,branco,particular,flex,Lages,0,0
YNM6L95,Volkswagen,Voyage,passeio,2023,laranja,particular,flex,Joinville,0,2
PTT9M57,Chevrolet,S10,caminhão,2007,vermelho,particular,diesel,Itajaí,0,0
EGN7C67,Ford,Ranger,caminhão,2006,laranja,aluguel,diesel,Florianópolis,0,3
CXS4R81,Hyundai,HB20,passeio,2015,prata,particular,flex,Chapecó,0,3
TWR3H00,Yamaha,Fazer 250,moto,2014,laranja,particular,flex,Blumenau,1,19
PXU0R84,Chevrolet,S10,caminhão,2025,preto,particular,diesel,Chapecó,0,3
EKC2J95,Ford,Ka,passeio,2023,cinza,particular,flex,Balneário Camboriú,0,2
LZH8Q51,Renault,Kwid,passeio,2014,preto,particular,diesel,Itajaí,0,0
KAV3B77,Chevrolet,Spin,SUV,2016,prata,particular,flex,São José,0,0
XNC9D96,Toyota,Etios,passeio,2018,preto,particular,flex,Florianópolis,0,1
YSF0W62,Hyundai,HB20,passeio,2019,preto,aluguel,flex,Chapecó,0,2
VDI9W88,Chevrolet,S10,caminhão,2015,prata,particular,diesel,Florianópolis,0,1
APY3G80,Fiat,Uno,passeio,2018,preto,particular,flex,Araranguá,0,3
YNS1E62,Ford,Fusion,passeio,2014,preto,particular,flex,São José,0,0
KBE9V40,Toyota,Hilux,utilitário,2022,cinza,aluguel,diesel,Criciúma,0,0
KFR8B82,Honda,Biz,moto,2025,preto,particular,flex,Joinville,0,3
OZI4M11,Chevrolet,Prisma,passeio,2008,branco,particular,flex,Blumenau,0,0
XUX8O83,Hyundai,Creta,SUV,2022,prata,aluguel,gasolina,Joinville,0,2
WHO4R55,Chevrolet,Tracker,SUV,2019,prata,particular,flex,Joinville,0,1
UIX7W13,Fiat,Uno,passeio,2020,cinza,particular,flex,Chapecó,0,1
KNE5R59,Chevrolet,S10,caminhão,2009,prata,particular,diesel,Itajaí,0,3
ILG9Q42,Hyundai,Azera,passeio,2011,preto,particular,diesel,Xanxerê,0,1
LYI4O53,Hyundai,Tucson,SUV,2010,laranja,particular,flex,Joinville,1,0
NVH3X54,Suzuki,Yes 125,moto,2007,branco,particular,gasolina,Florianópolis,0,1
OPY2N79,Suzuki,Intruder 250,moto,2012,branco,particular,flex,Balneário Camboriú,0,1
AUS6V83,Peugeot,2008,SUV,2012,prata,particular,gasolina,Brusque,0,2
EGC8M20,Jeep,Compass,SUV,2021,branco,particular,flex,Balneário Camboriú,0,1
KTF3O35,Honda,Fit,passeio,2020,branco,particular,diesel,Blumenau,0,1
DBN3F23,Peugeot,2008,SUV,2018,cinza,particular,flex,São José,0,3
WUE1S58,Suzuki,Intruder 250,moto,2020,branco,particular,gasolina,Balneário Camboriú,0,2
LYX5P01,Ford,EcoSport,SUV,2019,prata,aluguel,gasolina,Jaraguá do Sul,0,2
RUN8B15,Volkswagen,Polo,passeio,2025,preto,particular,gasolina,Caçador,0,1
XLN5T69,Volkswagen,T-Cross,SUV,2024,branco,particular,flex,Caçador,0,3
FFX7E94,Volkswagen,Polo,passeio,2025,preto,particular,flex,Joinville,0,2
LIT6G20,Suzuki,Yes 125,moto,2023,prata,aluguel,flex,Chapecó,0,3
TBT8C45,Peugeot,2008,SUV,2009,preto,particular,flex,Jaraguá do Sul,0,0
JCN7A65,Volkswagen,Gol,passeio,2025,preto,particular,flex,Blumenau,0,2
XWO3W68,Peugeot,308,passeio,2023,marrom,particular,flex,Laguna,0,2
YSR1O46,Hyundai,HB20,passeio,2019,preto,aluguel,flex,Chapecó,0,0
TWM6R33,Jeep,Renegade,SUV,2023,branco,particular,gasolina,São José,0,0
JWX4O86,Hyundai,Azera,passeio,2022,laranja,particular,flex,Rio do Sul,0,2
KMH4A42,Fiat,Mobi,passeio,2016,prata,particular,flex,Joinville,0,3
MZX7I27,Hyundai,Creta,SUV,2024,preto,particular,flex,Florianópolis,0,3
WJH0H55,Honda,City,passeio,2024,branco,particular,flex,Itajaí,0,2
AOJ0R74,Renault,Kwid,passeio,2022,branco,particular,álcool,Florianópolis,1,0
CST8K53,Ford,Ranger,caminhão,2018,cinza,particular,diesel,Brusque,0,1
XDY8N65,Peugeot,208,passeio,2025,laranja,particular,flex,Florianópolis,0,1
SWS4Q96,Ford,Ranger,caminhão,2009,preto,particular,diesel,Florianópolis,1,0
FMT4S65,Renault,Logan,passeio,2023,prata,particular,flex,Jaraguá do Sul,0,0
UCM3S06,Yamaha,XTZ 150,moto,2024,prata,particular,gasolina,Criciúma,0,3
CGJ0C12,Honda,City,passeio,2024,preto,particular,diesel,Chapecó,0,0
RLQ0C20,Jeep,Commander,SUV,2021,amarelo,particular,flex,Lages,0,3
KCX9K53,Jeep,Renegade,SUV,2021,preto,particular,flex,Joinville,0,0
GPV4C51,Fiat,Strada,utilitário,2021,verde,particular,flex,Chapecó,0,0
HFT9K92,Honda,HR-V,SUV,2009,cinza,particular,diesel,São José,1,12
DGX1Z48,Renault,Logan,passeio,2011,azul,oficial,flex,Balneário Camboriú,0,1
KBZ4M85,Volkswagen,Gol,passeio,2014,preto,particular,flex,São José,0,3
JSP2Y74,Suzuki,Intruder 250,moto,2022,vermelho,particular,flex,Balneário Camboriú,1,6
IHV0X95,Jeep,Renegade,SUV,2006,amarelo,particular,diesel,Itajaí,0,1
TAB8O98,Yamaha,Factor 125,moto,2022,cinza,aluguel,gasolina,Joinville,0,1
SJZ2S87,Hyundai,Creta,SUV,2021,branco,particular,diesel,Rio do Sul,0,3
ULM2J84,Toyota,Hilux,utilitário,2005,branco,particular,flex,Chapecó,0,2
NTT8P42,Peugeot,Partner,utilitário,2022,branco,particular,flex,Lages,0,0
UBP5F19,Hyundai,Azera,passeio,2019,prata,particular,gasolina,Tubarão,0,1
WIE0U95,Suzuki,Yes 125,moto,2025,cinza,aluguel,flex,Chapecó,0,1
EVZ3U07,Suzuki,Intruder 250,moto,2024,branco,particular,flex,Blumenau,0,1
HZK3Z25,Toyota,Yaris,passeio,2012,verde,particular,flex,Palhoça,0,3
QPI0J50,Suzuki,Yes 125,moto,2010,preto,aluguel,flex,Itajaí,0,0
XGN5O26,Fiat,Uno,passeio,2010,verde,particular,gasolina,Florianópolis,1,0
JPW2O68,Renault,Kwid,passeio,2024,branco,particular,gasolina,São José,0,3
PLF0M19,Honda,Biz,moto,2024,preto,particular,gasolina,Itajaí,0,2
QFP5Y94,Suzuki,Yes 125,moto,2019,verde,particular,gasolina,Florianópolis,0,1
JYO0Q92,Ford,EcoSport,SUV,2024,vermelho,particular,gasolina,Blumenau,0,2
ZKT7S11,Jeep,Compass,SUV,2018,cinza,aluguel,flex,Florianópolis,0,3
MIP7S43,Volkswagen,Virtus,passeio,2020,preto,aluguel,flex,Chapecó,0,1
YMR9F80,Jeep,Renegade,SUV,2021,branco,particular,flex,Xanxerê,0,2
AVN7Q93,Peugeot,308,passeio,2023,vermelho,particular,flex,Balneário Camboriú,0,3
JYQ7M81,Hyundai,Azera,passeio,2011,azul,particular,flex,São José,0,3
DMV3G54,Renault,Kwid,passeio,2021,amarelo,particular,gasolina,Criciúma,0,3
XEP5O68,Hyundai,Tucson,SUV,2018,preto,particular,flex,Itajaí,0,2
CFK2X68,Peugeot,2008,SUV,2025,azul,particular,flex,Chapecó,0,0
BGA4E83,Volkswagen,Gol,passeio,2021,cinza,particular,álcool,Criciúma,1,1
MQQ7B81,Honda,Biz,moto,2022,preto,aluguel,flex,Itajaí,0,1
PJR7Y80,Jeep,Commander,SUV,2018,prata,particular,flex,Araranguá,0,0
LKW0O05,Toyota,Yaris,passeio,2006,azul,particular,flex,Canoinhas,0,1
PJH6Z51,Suzuki,Yes 125,moto,2018,prata,particular,gasolina,Tubarão,0,0
XZK3D06,Peugeot,Partner,utilitário,2010,azul,particular,flex,Araranguá,0,0
CQT1D40,Hyundai,Creta,SUV,2018,branco,oficial,flex,Lages,0,0
QST5S89,Ford,Ranger,caminhão,2024,laranja,particular,diesel,Itajaí,0,0
JAW3T01,Hyundai,Creta,SUV,2020,prata,particular,flex,Florianópolis,0,2
NKM3C13,Fiat,Mobi,passeio,2008,branco,particular,álcool,Criciúma,0,3
HYU7G85,Suzuki,Intruder 250,moto,2014,preto,particular,flex,Blumenau,0,1
HUH3D28,Jeep,Compass,SUV,2020,preto,particular,flex,Tubarão,0,2
IAB1I99,Chevrolet,Prisma,passeio,2023,preto,particular,gasolina,Florianópolis,0,1
VVW3E85,Chevrolet,Prisma,passeio,2007,azul,particular,flex,Lages,0,3
BSI4V27,Volkswagen,T-Cross,SUV,2006,prata,particular,gasolina,Laguna,1,19
HXF1P41,Toyota,Etios,passeio,2021,branco,particular,flex,Balneário Camboriú,0,3
GBB3T03,Volkswagen,Virtus,passeio,2022,preto,particular,flex,Xanxerê,1,11
IPZ8N95,Honda,City,passeio,2012,preto,aluguel,flex,Rio do Sul,0,2
TPD3H79,Renault,Duster,SUV,2022,cinza,aluguel,flex,Balneário Camboriú,0,0
XBJ6W80,Yamaha,Fazer 250,moto,2024,cinza,particular,flex,Rio do Sul,0,1
LGJ7T43,Renault,Sandero,passeio,2024,preto,particular,flex,Chapecó,0,3
CAF5T77,Hyundai,HB20,passeio,2023,cinza,aluguel,diesel,Chapecó,0,1
YBA1I01,Volkswagen,Voyage,passeio,2025,laranja,particular,gasolina,Chapecó,0,3
WHH8F13,Peugeot,308,passeio,2011,marrom,particular,flex,Palhoça,0,3
CJS7J28,Suzuki,Intruder 250,moto,2013,branco,particular,gasolina,Palhoça,0,1
NXX1G18,Chevrolet,Spin,SUV,2021,branco,particular,diesel,Florianópolis,0,2
KUK5N34,Suzuki,Intruder 250,moto,2019,branco,particular,gasolina,Chapecó,0,1
YQT1L32,Ford,Fiesta,passeio,2009,branco,aluguel,flex,Joinville,0,3
WQZ0Y13,Ford,Fiesta,passeio,2023,branco,particular,flex,Blumenau,0,3
WUH4N43,Ford,Fusion,passeio,2007,prata,aluguel,flex,Florianópolis,0,3
PYM8L40,Peugeot,Partner,utilitário,2023,cinza,particular,flex,Araranguá,0,2
MVK6D25,Jeep,Renegade,SUV,2019,preto,particular,gasolina,Joinville,0,2
JHB5A49,Volkswagen,Polo,passeio,2023,branco,particular,flex,Joinville,0,2
IQN4G95,Peugeot,308,passeio,2025,cinza,particular,flex,Florianópolis,0,1
CDP3P13,Peugeot,2008,SUV,2019,prata,particular,flex,Blumenau,0,2
BCA6D70,Ford,Ranger,caminhão,2025,cinza,particular,diesel,Lages,1,20
IDN7W05,Chevrolet,Prisma,passeio,2022,preto,particular,flex,Jaraguá do Sul,0,2
MGF7K24,Fiat,Uno,passeio,2024,vermelho,particular,flex,Caçador,0,2
OVI8H95,Honda,Fit,passeio,2018,branco,particular,diesel,Itajaí,0,1
UDJ0X01,Honda,City,passeio,2023,prata,aluguel,flex,Balneário Camboriú,0,3
UFQ2I10,Renault,Kwid,passeio,2020,prata,particular,diesel,Chapecó,0,0
ZNH7Q09,Ford,Fusion,passeio,2006,branco,aluguel,gasolina,Itajaí,0,1
UIG9W69,Volkswagen,T-Cross,SUV,2018,preto,particular,gasolina,Laguna,0,1
ZRU2W22,Renault,Kwid,passeio,2010,prata,aluguel,flex,Blumenau,0,2
BAM1L35,Peugeot,208,passeio,2020,cinza,particular,flex,Blumenau,0,2
FBT3R05,Renault,Sandero,passeio,2006,amarelo,particular,flex,Blumenau,0,3
XJT2K78,Yamaha,Fazer 250,moto,2018,prata,particular,flex,Laguna,0,3
WET1F90,Fiat,Strada,utilitário,2025,preto,aluguel,gasolina,Joinville,0,3
FMC8J34,Peugeot,208,passeio,2019,branco,particular,flex,Balneário Camboriú,0,1
BSZ3N22,Jeep,Renegade,SUV,2013,branco,particular,flex,Jaraguá do Sul,0,0
PXS0D47,Honda,Civic,passeio,2014,branco,particular,flex,Lages,0,1
DSQ0C07,Yamaha,XTZ 150,moto,2024,amarelo,particular,flex,Xanxerê,0,2
APB4B82,Jeep,Compass,SUV,2023,cinza,aluguel,flex,Araranguá,1,2
UUC6H11,Renault,Sandero,passeio,2025,marrom,particular,diesel,Joinville,0,3
PGN6V31,Volkswagen,Gol,passeio,2022,branco,aluguel,flex,Balneário Camboriú,0,3
ZTS0B50,Renault,Logan,passeio,2025,preto,oficial,gasolina,Blumenau,0,0
CGX3Y78,Peugeot,208,passeio,2006,preto,particular,flex,Florianópolis,0,0
ZFQ3N43,Ford,Fiesta,passeio,2019,cinza,aluguel,flex,Palhoça,0,3
UHS2H96,Toyota,Hilux,utilitário,2019,cinza,particular,flex,Laguna,0,3
DTO3C14,Renault,Sandero,passeio,2023,laranja,particular,flex,Itajaí,0,2
HLY4Q14,Renault,Kwid,passeio,2022,prata,particular,flex,Blumenau,0,0
HWT3L86,Volkswagen,Virtus,passeio,2019,prata,particular,flex,Itajaí,0,0
BUX2E84,Suzuki,Yes 125,moto,2025,verde,particular,flex,Palhoça,0,0
NEK8P19,Yamaha,XTZ 150,moto,2021,prata,particular,gasolina,Criciúma,0,3
MPN8L32,Yamaha,Factor 125,moto,2020,prata,particular,flex,Criciúma,0,2
BNU1U02,Yamaha,Factor 125,moto,2019,branco,particular,flex,Blumenau,1,3
MNS6M99,Peugeot,308,passeio,2015,prata,aluguel,flex,São José,0,3
JFV1V92,Yamaha,XTZ 150,moto,2020,branco,aluguel,gasolina,Blumenau,1,1
IUK4J75,Volkswagen,Polo,passeio,2022,verde,particular,flex,Lages,0,3
HCK6F82,Peugeot,Partner,utilitário,2007,branco,particular,flex,Blumenau,0,0
MKM2X97,Honda,City,passeio,2024,prata,particular,gasolina,Florianópolis,0,0
ALH5Q41,Volkswagen,Gol,passeio,2005,prata,particular,gasolina,Joinville,0,2
ARG8A58,Jeep,Compass,SUV,2018,branco,particular,flex,São José,1,2
DKP9U21,Renault,Logan,passeio,2019,cinza,particular,diesel,Blumenau,0,2
MAX3K08,Peugeot,208,passeio,2023,prata,particular,diesel,Itajaí,0,3
HRD9V60,Yamaha,Fazer 250,moto,2024,branco,particular,gasolina,Balneário Camboriú,0,0
RWE2V15,Volkswagen,Virtus,passeio,2020,cinza,particular,flex,São José,0,2
YZJ2R88,Toyota,Yaris,passeio,2019,azul,particular,diesel,Rio do Sul,1,0
ELC5G82,Chevrolet,Onix,passeio,2025,cinza,aluguel,flex,Blumenau,1,5
XMX2R52,Ford,Ranger,caminhão,2019,preto,aluguel,flex,Blumenau,0,0
GTD4Y16,Renault,Kwid,passeio,2021,preto,particular,flex,Xanxerê,1,20
CZG4T22,Toyota,Etios,passeio,2007,prata,particular,gasolina,Joinville,0,3
VYT0W20,Chevrolet,Spin,SUV,2018,prata,particular,flex,Blumenau,0,3
KZZ1I32,Toyota,Yaris,passeio,2023,prata,aluguel,flex,São José,0,1
SLI4A11,Honda,City,passeio,2018,prata,oficial,gasolina,Tubarão,0,1
INX8X39,Chevrolet,Prisma,passeio,2025,branco,particular,flex,Chapecó,0,2
XAZ6D79,Hyundai,HB20,passeio,2005,branco,particular,flex,Palhoça,0,1
WNT9U42,Jeep,Renegade,SUV,2015,cinza,aluguel,diesel,Blumenau,0,2
XIQ1Y38,Fiat,Toro,utilitário,2014,prata,particular,flex,Chapecó,0,0
CJJ2M69,Jeep,Commander,SUV,2015,marrom,particular,flex,Palhoça,1,14
OJM8G32,Honda,Biz,moto,2020,vermelho,particular,gasolina,Rio do Sul,0,1
NXV6K44,Fiat,Toro,utilitário,2010,cinza,particular,flex,Joinville,0,1
LJR7E61,Suzuki,Intruder 250,moto,2019,branco,particular,flex,Blumenau,0,1
OHI1H42,Suzuki,Intruder 250,moto,2025,prata,particular,gasolina,Chapecó,0,0
RDI7Z09,Honda,Civic,passeio,2019,amarelo,particular,flex,Canoinhas,0,1
QHY5R88,Volkswagen,Virtus,passeio,2019,cinza,particular,flex,Itajaí,0,1
ZGP5L69,Ford,Ranger,caminhão,2021,branco,particular,diesel,Caçador,0,2
CGU2S49,Ford,Fusion,passeio,2013,branco,particular,flex,São José,1,6
VPE8O77,Peugeot,208,passeio,2023,preto,aluguel,flex,Palhoça,0,0
SJQ7D40,Toyota,Etios,passeio,2005,marrom,aluguel,álcool,Palhoça,0,1
XXF4M53,Suzuki,Intruder 250,moto,2022,marrom,particular,gasolina,Xanxerê,0,2
LRB2R90,Fiat,Argo,passeio,2018,prata,particular,flex,São José,0,3
OVO9D75,Volkswagen,Voyage,passeio,2009,preto,particular,álcool,Chapecó,0,2
ONX0Z59,Toyota,Corolla,passeio,2020,cinza,particular,flex,Palhoça,0,3
HFG9S57,Toyota,Hilux,utilitário,2016,cinza,particular,flex,Concórdia,0,2
ZNP3O46,Renault,Kwid,passeio,2025,branco,particular,flex,Joinville,0,2
RHQ5M50,Volkswagen,T-Cross,SUV,2017,cinza,particular,flex,São José,0,1
RJR2P91,Renault,Sandero,passeio,2005,preto,particular,flex,Joinville,0,0
KYL3L98,Hyundai,Tucson,SUV,2019,prata,particular,flex,Balneário Camboriú,0,0
JDA4D49,Volkswagen,Voyage,passeio,2012,marrom,particular,flex,Joinville,0,1
XMU9R31,Renault,Sandero,passeio,2021,branco,particular,flex,Florianópolis,0,2
BWI0C54,Suzuki,Yes 125,moto,2013,branco,particular,gasolina,Chapecó,0,2
OOF9K74,Suzuki,Yes 125,moto,2018,preto,particular,flex,Balneário Camboriú,0,0
XJJ2B54,Renault,Duster,SUV,2023,vermelho,particular,flex,Blumenau,0,3
RLI6W38,Renault,Logan,passeio,2021,vermelho,particular,flex,Criciúma,0,1
DRX3Q32,Ford,Fiesta,passeio,2019,prata,particular,diesel,Itajaí,0,2
JIH2E73,Jeep,Compass,SUV,2021,prata,particular,flex,Blumenau,1,17
JES8D69,Jeep,Commander,SUV,2019,prata,oficial,flex,Chapecó,0,0
VNX1P51,Volkswagen,Virtus,passeio,2005,branco,particular,flex,Itajaí,0,2
QYV1B92,Suzuki,Intruder 250,moto,2024,azul,particular,gasolina,Florianópolis,0,3
XLM1A27,Ford,Ka,passeio,2022,branco,particular,flex,Laguna,1,20
NPY7Q96,Honda,Biz,moto,2025,prata,particular,flex,Caçador,0,1
LBZ1Y29,Renault,Sandero,passeio,2020,branco,particular,flex,Balneário Camboriú,0,0
UAN2N33,Peugeot,208,passeio,2009,amarelo,particular,gasolina,Florianópolis,0,1
TNL5P49,Fiat,Argo,passeio,2018,preto,particular,gasolina,Criciúma,0,1
EHZ8Q34,Chevrolet,Tracker,SUV,2008,branco,particular,flex,Florianópolis,0,0
KWC6Y70,Peugeot,2008,SUV,2013,preto,aluguel,gasolina,Itajaí,0,3
UPR5T99,Honda,Biz,moto,2015,azul,aluguel,gasolina,Tubarão,0,2
DDC2T04,Yamaha,Fazer 250,moto,2021,laranja,particular,flex,Balneário Camboriú,0,3
BAH8R72,Fiat,Toro,utilitário,2025,prata,aluguel,flex,Laguna,0,0
JFH1Z84,Peugeot,Partner,utilitário,2012,laranja,particular,flex,Chapecó,0,2
BEM8P55,Honda,Civic,passeio,2025,prata,particular,flex,Canoinhas,0,1
SXV5A47,Chevrolet,Onix,passeio,2025,cinza,particular,diesel,Brusque,0,0
AAM7J31,Toyota,Yaris,passeio,2023,vermelho,particular,flex,Lages,0,3
AFI8Y72,Volkswagen,Virtus,passeio,2021,marrom,particular,elétrico,Jaraguá do Sul,0,2
DZE8R45,Suzuki,Yes 125,moto,2008,verde,particular,gasolina,Blumenau,0,2
MNU0A56,Toyota,SW4,SUV,2024,preto,particular,gasolina,Caçador,1,3
BVA2A35,Yamaha,Factor 125,moto,2022,branco,particular,gasolina,Chapecó,0,3
FKF7G81,Chevrolet,Prisma,passeio,2022,cinza,particular,flex,Balneário Camboriú,0,1
SRA3Y58,Chevrolet,S10,caminhão,2022,branco,aluguel,diesel,Joinville,1,18
VVS2V33,Jeep,Compass,SUV,2018,preto,aluguel,flex,Brusque,0,3
UKD6S00,Jeep,Compass,SUV,2020,preto,particular,gasolina,Itajaí,1,7
KFY4S18,Hyundai,Azera,passeio,2013,prata,particular,flex,São José,0,1
BYT2J71,Ford,Fusion,passeio,2024,preto,particular,diesel,Balneário Camboriú,0,2
QOT3A61,Hyundai,HB20,passeio,2021,branco,particular,flex,Caçador,0,1
IGW7U15,Renault,Logan,passeio,2022,cinza,particular,flex,Blumenau,0,1
NII0H92,Suzuki,Intruder 250,moto,2023,prata,particular,flex,Araranguá,0,1
VUY1A41,Renault,Sandero,passeio,2024,prata,particular,gasolina,Chapecó,0,1
ZAX6N25,Hyundai,Tucson,SUV,2013,preto,particular,flex,Joinville,0,1
WPM7G65,Renault,Logan,passeio,2010,branco,particular,flex,Caçador,0,3
LFI7C85,Chevrolet,Onix,passeio,2010,cinza,particular,gasolina,São José,0,3
WGV4W40,Ford,Fusion,passeio,2023,prata,particular,elétrico,Lages,0,2
NVJ4G08,Toyota,Yaris,passeio,2006,preto,particular,flex,São José,0,3
FQS3Y28,Chevrolet,Prisma,passeio,2023,preto,particular,diesel,São José,0,3
TGE3P68,Honda,CG 160,moto,2024,marrom,particular,flex,Florianópolis,1,3
ZDB7X39,Fiat,Strada,utilitário,2006,preto,particular,diesel,Chapecó,0,3
AHA1F65,Toyota,Yaris,passeio,2021,prata,particular,flex,Chapecó,0,0
YYB5P13,Suzuki,Intruder 250,moto,2008,prata,particular,gasolina,Blumenau,0,0
UAQ7Q13,Yamaha,Fazer 250,moto,2010,cinza,particular,flex,Jaraguá do Sul,0,1
JWJ3J14,Fiat,Uno,passeio,2021,preto,particular,gasolina,Jaraguá do Sul,0,2
ALZ8K15,Peugeot,2008,SUV,2025,prata,particular,flex,Blumenau,0,2
TJX7A04,Renault,Sandero,passeio,2012,prata,particular,flex,Florianópolis,1,1
ANA4L04,Toyota,Hilux,utilitário,2014,prata,particular,flex,Itajaí,0,2
WKR4O14,Chevrolet,Tracker,SUV,2012,branco,particular,diesel,Concórdia,0,2
RAZ7J77,Ford,Fiesta,passeio,2018,prata,particular,álcool,São José,0,3
BZJ8L80,Renault,Kwid,passeio,2019,azul,aluguel,flex,Florianópolis,1,2
QBU0K38,Jeep,Compass,SUV,2025,preto,particular,flex,Concórdia,0,2
WWP4J21,Jeep,Compass,SUV,2017,cinza,oficial,flex,Balneário Camboriú,0,1
RUY5G35,Chevrolet,Prisma,passeio,2011,branco,particular,flex,Itajaí,0,3
WXV6Y42,Peugeot,Partner,utilitário,2021,cinza,oficial,flex,Balneário Camboriú,0,1
YQN2Q29,Chevrolet,Tracker,SUV,2023,branco,particular,flex,Itajaí,0,3
KUY2R10,Honda,City,passeio,2011,cinza,particular,flex,Xanxerê,0,2
DQS0V37,Renault,Kwid,passeio,2025,branco,particular,flex,Laguna,0,3
UYY6J58,Toyota,Etios,passeio,2022,cinza,particular,flex,Lages,0,0
NPD0H27,Fiat,Toro,utilitário,2023,preto,particular,flex,Xanxerê,0,0
YMH8Q62,Ford,Ranger,caminhão,2011,branco,particular,diesel,Criciúma,0,1
AYE9G57,Suzuki,Intruder 250,moto,2009,prata,particular,flex,Itajaí,0,0
FRF5A58,Fiat,Uno,passeio,2018,branco,particular,flex,Palhoça,0,1
FJX1K78,Chevrolet,Onix,passeio,2011,preto,particular,gasolina,Joinville,0,2
JMT2K83,Peugeot,2008,SUV,2018,branco,particular,elétrico,Lages,0,0
IEC8C58,Jeep,Renegade,SUV,2014,cinza,particular,flex,Blumenau,0,3
XDJ5U61,Renault,Kwid,passeio,2012,prata,particular,gasolina,Joinville,0,2
GRE0L01,Volkswagen,Polo,passeio,2018,cinza,particular,álcool,Rio do Sul,0,3
ONX2B38,Ford,Ka,passeio,2012,branco,particular,flex,Tubarão,0,0
TOG9F45,Chevrolet,Prisma,passeio,2023,cinza,particular,flex,Canoinhas,0,0
YFR4Q58,Yamaha,Fazer 250,moto,2024,preto,particular,flex,Joinville,0,0
CPL2V63,Hyundai,HB20,passeio,2023,azul,particular,flex,Xanxerê,1,17
FWH4T32,Toyota,Etios,passeio,2023,laranja,particular,flex,Balneário Camboriú,1,13
SKD2B68,Chevrolet,Onix,passeio,2020,marrom,aluguel,gasolina,Itajaí,0,3
RJS2R69,Hyundai,HB20,passeio,2022,azul,particular,flex,Jaraguá do Sul,0,2
BYF4X98,Renault,Duster,SUV,2005,cinza,particular,flex,Blumenau,0,3
WEO5M19,Toyota,SW4,SUV,2018,azul,particular,diesel,Caçador,0,0
JVR0V67,Chevrolet,Prisma,passeio,2025,preto,particular,gasolina,Tubarão,0,3
KUM4X77,Renault,Duster,SUV,2013,prata,particular,flex,Chapecó,0,1
EKA9V36,Fiat,Strada,utilitário,2020,branco,particular,flex,Chapecó,0,1
KCK2L80,Hyundai,Tucson,SUV,2025,branco,particular,flex,Blumenau,0,2
AKO9G25,Suzuki,Yes 125,moto,2024,laranja,particular,flex,Itajaí,0,2
YAS8N65,Peugeot,308,passeio,2024,preto,particular,flex,Blumenau,0,0
DQU5F19,Toyota,SW4,SUV,2021,cinza,particular,gasolina,Chapecó,0,2
HWR4O04,Yamaha,Factor 125,moto,2017,branco,particular,flex,Tubarão,0,1
BJO0U20,Fiat,Argo,passeio,2012,cinza,particular,flex,Chapecó,0,1
GBB2V57,Toyota,SW4,SUV,2008,cinza,particular,gasolina,Itajaí,0,1
OZF8W14,Renault,Duster,SUV,2011,prata,particular,flex,Chapecó,0,3
YPI6I47,Suzuki,Intruder 250,moto,2019,vermelho,aluguel,gasolina,Palhoça,0,1
NLL6I82,Chevrolet,Prisma,passeio,2024,preto,particular,álcool,Palhoça,1,0
OSD6D57,Honda,City,passeio,2022,preto,particular,flex,São José,0,2
PJP7T57,Renault,Sandero,passeio,2018,branco,particular,flex,Joinville,0,2
BCG5U14,Renault,Duster,SUV,2020,prata,aluguel,gasolina,Criciúma,0,2
TON6Z97,Toyota,Hilux,utilitário,2005,cinza,particular,gasolina,Palhoça,0,3
YQZ2P74,Yamaha,Factor 125,moto,2020,prata,particular,flex,Rio do Sul,0,1
FNR1L00,Jeep,Renegade,SUV,2018,preto,particular,flex,São José,0,2
QDL8H83,Chevrolet,Prisma,passeio,2018,preto,particular,flex,Rio do Sul,0,3
HAI2X38,Volkswagen,Polo,passeio,2019,cinza,particular,flex,Rio do Sul,0,2
IHS2T80,Ford,Ranger,utilitário,2023,cinza,particular,flex,Brusque,1,0
COK8X23,Honda,City,passeio,2024,branco,particular,diesel,Lages,1,7
ZND2F28,Jeep,Renegade,SUV,2021,prata,particular,flex,Palhoça,0,1
ROZ7S17,Yamaha,Factor 125,moto,2018,preto,particular,flex,Lages,0,0
AZS9I08,Renault,Logan,passeio,2023,prata,particular,diesel,Jaraguá do Sul,0,2
MRN6I37,Jeep,Commander,SUV,2022,prata,particular,flex,Balneário Camboriú,0,1
FAK1Z53,Ford,Ka,passeio,2019,cinza,particular,flex,Blumenau,0,0
KCL0V11,Toyota,SW4,SUV,2018,preto,particular,flex,Brusque,0,3
SOG4V70,Chevrolet,Spin,SUV,2022,azul,particular,flex,Florianópolis,0,0
JRV6G77,Honda,CG 160,moto,2009,prata,particular,gasolina,Chapecó,0,0
KNT1G45,Volkswagen,Polo,passeio,2025,preto,particular,diesel,Tubarão,0,3
XXW5X60,Yamaha,XTZ 150,moto,2025,prata,particular,flex,Blumenau,0,1
DZP0I76,Suzuki,Yes 125,moto,2023,azul,aluguel,flex,Chapecó,0,0
